jar_path,metadata,mod_id,version,name,has_assets_academy,has_data_academy,has_safari_ticket_base
.fabric/processedMods/polymer-virtual-entity-0.9.18+1.21.1-8b40d6f12f352e0c.jar,fabric.mod.json,polymer-virtual-entity,0.9.18+1.21.1,Polymer (Virtual Entity),False,False,False
.fabric/processedMods/porting_lib_conditions-3.1.0-beta.47+1.21.1-ec457ac6ab016837.jar,fabric.mod.json,porting_lib_conditions,3.1.0-beta.47+1.21.1,Porting Lib Conditions,False,False,False
.fabric/processedMods/porting_lib_core-3.1.0-beta.47+1.21.1-ae2a1659c3c6c56a.jar,fabric.mod.json,porting_lib_core,3.1.0-beta.47+1.21.1,Porting Lib Core,False,False,False
.fabric/processedMods/porting_lib_fluids-3.1.0-beta.47+1.21.1-b4583841373629e2.jar,fabric.mod.json,porting_lib_fluids,3.1.0-beta.47+1.21.1,Porting Lib Fluids,False,False,False
.fabric/processedMods/porting_lib_item_abilities-3.1.0a.47+1.21.1-d3cca3b6c2201f47.jar,fabric.mod.json,porting_lib_item_abilities,3.1.0-beta.47+1.21.1,Porting Lib Item Abilities,False,False,False
.fabric/processedMods/porting_lib_lazy_registration-3.a.47+1.21.1-d793df1d23edeae5.jar,fabric.mod.json,porting_lib_lazy_registration,3.1.0-beta.47+1.21.1,Porting Lib Lazy Register,False,False,False
.fabric/processedMods/porting_lib_level_events-3.1.0-ba.47+1.21.1-2b913734769201e8.jar,fabric.mod.json,porting_lib_level_events,3.1.0-beta.47+1.21.1,Porting Lib Level Events,False,False,False
.fabric/processedMods/porting_lib_loot-3.1.0-beta.47+1.21.1-5e78e7f32045b2ac.jar,fabric.mod.json,porting_lib_loot,3.1.0-beta.47+1.21.1,Porting Lib Loot,False,False,False
.fabric/processedMods/porting_lib_model_loader-3.1.0-ba.47+1.21.1-ef7df6e70ce96502.jar,fabric.mod.json,porting_lib_model_loader,3.1.0-beta.47+1.21.1,Porting Lib Model Loader,False,False,False
.fabric/processedMods/porting_lib_render_types-3.1.0-ba.47+1.21.1-42f61e681397a56c.jar,fabric.mod.json,porting_lib_render_types,3.1.0-beta.47+1.21.1,Porting Lib Render Types,False,False,False
.fabric/processedMods/porting_lib_transfer-3.1.0-beta.47+1.21.1-43d537768eba92a2.jar,fabric.mod.json,porting_lib_transfer,3.1.0-beta.47+1.21.1,Porting Lib Transfer,False,False,False
