species_id,in_datapacks,in_jars,in_scripts,in_configs,spawn_files_datapacks,spawn_files_jars,script_refs,config_refs
cobblemon:pikachu,true,true,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0025_pikachu_cosmetic.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:pinsir,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:piplup,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:poipole,true,false,false,false,datapacks/CCC_1.9.2/data/ultra_beasts_spawns/spawn_pool_world/0803_poipole.json,,,
cobblemon:poltchageist,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/1012_poltchageist.json,,,
cobblemon:popplio,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:porygon,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:primarina,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:prinplup,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:probopass,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0476_probopass.json,,,
cobblemon:psyduck,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:pyroar,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0668_pyroar.json,,,
cobblemon:quagsire,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:quaquaval,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:quaxwell,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:quilava,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:quilladin,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:raboot,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:ragingbolt,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/1021_ragingbolt.json,,,
cobblemon:ralts,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:raticate,true,true,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0020_raticate.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:rattata,true,true,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0019_rattata.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:rhyhorn,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json | safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:rillaboom,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:riolu,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:roaringmoon,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/1005_roaringmoon.json,,,
cobblemon:rockruff,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0744_rockruff.json,,,
cobblemon:rolycoly,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0837_rolycoly.json,,,
cobblemon:rotom,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_fan.json | datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_frost.json | datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_heat.json | datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_mow.json | datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_radio.json | datapacks/Academy/data/cobblemon/spawn_pool_world/0479_rotom_wash.json | datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0479_rotom.json,,,
cobblemon:rowlet,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:runerigus,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0867_runerigus.json,,,
cobblemon:samurott,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:sandshrew,true,true,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0027_sandshrew_alolan.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:sandslash,true,true,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0028_sandslash_alolan.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:sandyshocks,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/0989_sandyshocks.json,,,
cobblemon:sawk,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0539_sawk.json,,,
cobblemon:sceptile,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:scorbunny,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:screamtail,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/0985_screamtail.json,,,
cobblemon:scyther,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:seismitoad,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0537_seismitoad.json,,,
cobblemon:sentret,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:serperior,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:servine,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:seviper,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0336_seviper.json,,,
cobblemon:shellos,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:shiftry,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:shuckle,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:sinistcha,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/1013_sinistcha.json,,,
cobblemon:skeledirge,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:skiploom,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:skitty,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0300_skitty.json,,,
cobblemon:skrelp,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:skuntank,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0435_skuntank.json,,,
cobblemon:slitherwing,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/0988_slitherwing.json,,,
cobblemon:slowbro,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:slowpoke,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:slurpuff,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0685_slurpuff.json,,,
cobblemon:smeargle,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:snivy,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:snom,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0872_snom.json,,,
cobblemon:snorlax,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:snover,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0459_snover.json,,,
cobblemon:sobble,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:spearow,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:spinarak,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0167_spinarak.json,,,
cobblemon:sprigatito,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:spritzee,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0682_spritzee.json,,,
cobblemon:squirtle,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:stakataka,true,false,false,false,datapacks/CCC_1.9.2/data/ultra_beasts_spawns/spawn_pool_world/0805_stakataka.json,,,
cobblemon:stantler,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:steelix,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0208_steelix.json,,,
cobblemon:stunfisk,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0618_stunfisk_galarian.json,,,
cobblemon:stunky,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0434_stunky.json,,,
cobblemon:swalot,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0317_swalot.json,,,
cobblemon:swampert,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:swirlix,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0684_swirlix.json,,,
cobblemon:sylveon,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:tauros,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:tepig,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:throh,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0538_throh.json,,,
cobblemon:thwackey,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:tinkatink,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0957_tinkatink.json,,,
cobblemon:tinkaton,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0959_tinkaton.json,,,
cobblemon:tinkatuff,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0958_tinkatuff.json,,,
cobblemon:torchic,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:torracat,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:torterra,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:totodile,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:treeko,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:tropius,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:turtwig,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:tympole,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0535_tympole.json,,,
cobblemon:typhlosion,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:tyranitar,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:umbreon,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/enhanced_celestials.json | safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:unown,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0201_unown.json,,,
cobblemon:ursaluna,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0901_ursaluna_bloodmoon.json,,,
cobblemon:vaporeon,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/rare.json,,
cobblemon:venusaur,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:vikavolt,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0738_vikavolt.json,,,
cobblemon:vullaby,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0629_vullaby.json,,,
cobblemon:walkingwake,true,false,false,false,datapacks/CCC_1.9.2/data/paradox_spawns/spawn_pool_world/1009_walkingwake.json,,,
cobblemon:wartortle,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ultra_rare.json,,
cobblemon:weezing,true,true,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0110_weezing_galarian.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:wobbuffet,true,false,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0202_wobbuffet.json,,,
cobblemon:wooper,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
cobblemon:wormadam,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0413_wormadam.json,,,
cobblemon:xatu,false,true,false,false,,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/ucommon.json,,
cobblemon:xurkitree,true,false,false,false,datapacks/CCC_1.9.2/data/ultra_beasts_spawns/spawn_pool_world/0796_xurkitree.json,,,
cobblemon:yamask,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0562_yamask_galarian.json,,,
cobblemon:zangoose,true,false,false,false,datapacks/CCC_1.9.2/data/cobblemon/spawn_pool_world/0335_zangoose.json,,,
cobblemon:zubat,true,true,false,false,datapacks/Academy/data/cobblemon/spawn_pool_world/0041_zubat.json,safari-dimension-0.0.11.jar!data/cobblemon/spawn_pool_world/safari/common.json,,
